"","Zipcode","State","City","Application","Approval","Lat","Long"
"428","12047","NY","COHOES",5,2,42.647039,-73.739349
"429","12060","NY","EAST CHATHAM",5,2,42.419964,-73.512815
"430","12061","NY","EAST GREENBUSH",163,155,42.570352,-73.655682
"431","12065","FL","MIAMI",5,3,42.850576,-73.792524
"432","12065","NY","CLIFTON PARK",863,814,42.850576,-73.792524
"433","12077","NY","GLENMONT",5,3,42.595704,-73.787766
"434","12078","NY","GLOVERSVILLE",5,3,43.114958,-74.344328
"435","12084","NY","GUILDERLAND",152,147,42.703519,-73.960324
"436","12090","NY","HOOSICK FALLS",5,3,42.73531,-73.437943
"437","12095","NY","JOHNSTOWN",5,3,43.090543,-74.355438
"438","12110","NY","LATHAM",784,768,42.752928,-73.779714
"439","12122","NY","MIDDLEBURGH",5,3,42.560533,-74.295505
"440","12138","NY","PETERSBURG",5,3,42.685947,-73.390627
"441","12144","NY","RENSSELAER",681,676,42.621627,-73.596089
"442","12159","NY","SLINGERLANDS",10,5,42.644278,-73.876338
"443","12180","NY","TROY",640,628,42.673701,-73.608792
"444","12188","NY","WATERFORD",739,734,42.845579,-73.702433
"445","12189","NY","WATERVLIET",235,233,42.736277,-73.720318
"446","12192","NY","WEST COXSACKIE",5,3,42.397703,-73.834836
"447","12202","NY","ALBANY",5,2,42.636371,-73.763564
"448","12203","NY","ALBANY",3012,2945,42.700345,-73.857496
"449","12204","NY","ALBANY",5,3,42.682978,-73.770714
"450","12204","NY","MENANDS",1010,1005,42.682978,-73.770714
"451","12205","NY","ALBANY",1983,1855,42.719799,-73.820666
"452","12206","NY","ALBANY",814,718,42.675779,-73.793065
"453","12207","NY","ALBANY",768,647,42.656029,-73.750764
"454","12208","NY","ALBANY",429,420,42.654658,-73.805866
"455","12210","NY","ALBANY",5,3,42.683079,-73.758115
"456","12211","NY","ALBANY",6,4,42.712973,-73.773868
"457","12211","NY","LOUDONVILLE",297,295,42.712973,-73.773868
"458","12222","NY","ALBANY",989,981,42.692909,-73.838035
"459","12229","NY","ALBANY",5,3,42.614852,-73.970812
"460","12246","NY","ALBANY",5,3,42.647079,-73.750314
"461","12302","NY","SCHENECTADY",5,2,42.880035,-73.991321
"462","12303","NY","SCHENECTADY",5,3,42.782276,-73.944818
"463","12304","NY","SCHENECTADY",10,6,42.788176,-73.899917
"464","12305","NY","SCHENECTADY",664,652,42.812776,-73.943368
"465","12307","NY","SCHENECTADY",5,2,42.805376,-73.934868
"466","12308","NY","SCHENECTADY",235,233,42.835926,-73.920467
"467","12309","NY","NISKAYUNA",182,180,42.809077,-73.869316
"468","12309","NY","SCHENECTADY",906,842,42.809077,-73.869316
"469","12414","NY","CATSKILL",5,3,42.258459,-74.021968
"470","12466","NY","PORT EWEN",5,2,41.894812,-73.976653
"471","12496","NY","WINDHAM",5,3,42.320273,-74.231589
"472","12504","NY","ANNANDALE ON HUDSON",412,410,42.035434,-73.909234
"473","12518","NY","CORNWALL",5,3,41.348593,-74.135167
"474","12522","NY","DOVER PLAINS",84,2,41.800316,-73.687324
"475","12524","NY","FISHKILL",601,441,41.61898,-73.847308
"476","12528","NY","HIGHLAND",5,3,41.720945,-74.009481
"477","12533","NY","HOPEWELL JUNCTION",10,5,41.748948,-73.766191
"478","12534","NY","HUDSON",5,3,42.184313,-73.742997
"479","12540","NY","LAGRANGEVILLE",5,3,41.633029,-73.743183
"480","12542","NY","MARLBORO",5,3,41.612647,-74.002802
"481","12550","NY","NEWBURGH",72,16,41.38537,-74.185363
"482","12553","NY","NEW WINDSOR",5,2,41.413667,-74.311974
"483","12561","NY","NEW PALTZ",324,322,41.74638,-74.109241
"484","12564","NY","PAWLING",5,3,41.663759,-73.590491
"485","12572","NY","RHINEBECK",400,396,41.836548,-73.760423
"486","12577","NY","SALISBURY MILLS",5,3,41.437176,-74.121804
"487","12580","NY","STAATSBURG",5,3,41.881636,-73.72455
"488","12589","NY","WALLKILL",6,3,41.631653,-74.154472
"489","12590","NY","WAPPINGERS FALLS",5,2,41.736948,-73.741141
"490","12594","NY","WINGDALE",5,2,41.672789,-73.584346
"491","12601","NY","POUGHKEEPSIE",1075,779,41.695839,-73.896164
"492","12603","NY","POUGHKEEPSIE",5,3,41.690707,-73.862074
"493","12604","NY","POUGHKEEPSIE",376,374,41.759905,-73.743714
"494","12701","NY","MONTICELLO",5,3,41.686944,-74.677156
"495","12801","NY","GLENS FALLS",10,6,43.31888,-73.669061
"496","12804","NY","QUEENSBURY",5,3,43.489472,-73.789563
"497","12809","NY","ARGYLE",5,3,43.280711,-73.484828
"498","12831","NY","GANSEVOORT",5,3,43.204261,-73.707415
"499","12839","NY","HUDSON FALLS",5,3,43.203596,-73.468589
"500","12866","NY","SARATOGA SPRINGS",398,388,43.101145,-73.850623
"501","12901","NY","PLATTSBURGH",491,481,44.71187,-73.637104
"502","12932","NY","ELIZABETHTOWN",5,3,44.145678,-73.815204
"503","12953","NY","MALONE",5,2,44.859117,-74.288237
"504","13026","NY","AURORA",6,4,42.755979,-76.646007
"505","13027","NY","BALDWINSVILLE",152,148,43.158531,-76.360147
"506","13039","NY","CICERO",5,3,43.125491,-76.154128
"507","13045","NY","CORTLAND",1893,1876,42.614268,-76.120128
"508","13057","NY","EAST SYRACUSE",515,487,43.096216,-76.047426
"509","13066","NY","FAYETTEVILLE",5,3,42.947789,-75.995518
"510","13088","NY","LIVERPOOL",913,864,43.124866,-76.207867
"511","13090","NY","LIVERPOOL",5,2,43.152767,-76.223459
"512","13101","NY","MC GRAW",5,3,42.597468,-76.072949
"513","13104","NY","MANLIUS",6,3,42.955618,-75.96654
"514","13126","NY","OSWEGO",313,305,43.465388,-76.342172
"515","13142","NY","PULASKI",5,3,43.560497,-76.15532
"516","13148","NY","SENECA FALLS",181,179,42.905264,-76.794921
"517","13163","NY","WAMPSVILLE",5,3,43.078461,-75.701639
"518","13202","NY","SYRACUSE",645,626,43.043116,-76.150796
"519","13203","NY","SYRACUSE",447,445,43.062016,-76.134145
"520","13204","NY","SYRACUSE",11,6,43.055766,-76.177597
"521","13205","NY","SYRACUSE",10,6,43.006816,-76.142495
"522","13206","NY","SYRACUSE",5,3,43.076416,-76.109995
"523","13209","NY","SOLVAY",5,3,43.084666,-76.240549
"524","13209","NY","SYRACUSE",5,2,43.084666,-76.240549
"525","13210","NY","SYRACUSE",2315,2297,43.031416,-76.110995
"526","13214","NY","DEWITT",5,3,43.039666,-76.072153
"527","13214","NY","SYRACUSE",417,413,43.039666,-76.072153
"528","13215","NY","SYRACUSE",5,3,42.972161,-76.227599
"529","13244","NY","SYRACUSE",218,214,43.037716,-76.139646
"530","13323","NY","CLINTON",242,238,43.036697,-75.382414
"531","13326","NY","COOPERSTOWN",622,620,42.714065,-74.890929
"532","13346","NY","HAMILTON",675,673,42.822667,-75.553153
"533","13408","NY","MORRISVILLE",236,234,42.924089,-75.651484
"534","13413","NY","NEW HARTFORD",192,185,43.067369,-75.290911
"535","13424","NY","ORISKANY",5,3,43.056581,-75.38291
"536","13440","NY","ROME",10,6,43.20886,-75.383365
"537","13441","NY","ROME",5,3,43.164312,-75.511301
"538","13501","NY","UTICA",20,12,43.077369,-75.233208
"539","13502","NY","UTICA",310,299,43.150119,-75.192786
"540","13601","NY","WATERTOWN",188,184,44.072542,-76.016589
"541","13617","NY","CANTON",241,237,44.574484,-75.059713
"542","13642","NY","GOUVERNEUR",152,148,44.550897,-75.237516
"543","13662","NY","MASSENA",12,7,44.57026,-75.152249
"544","13669","NY","OGDENSBURG",182,180,44.509143,-75.249795
"545","13676","NY","POTSDAM",418,414,44.539717,-75.142415
"546","13699","NY","POTSDAM",591,588,44.496564,-75.072951
"547","13748","NY","CONKLIN",436,434,42.108659,-75.809834
"548","13753","NY","DELHI",148,146,42.293718,-74.920671
"549","13760","NY","ENDICOTT",5,2,42.150588,-76.055064
"550","13778","NY","GREENE",412,410,42.34013,-75.734191
"551","13790","NY","JOHNSON CITY",169,158,42.159206,-75.930931
"552","13803","NY","MARATHON",5,3,42.497925,-76.047429
"553","13815","NY","NORWICH",545,539,42.536226,-75.601779
"554","13820","NY","ONEONTA",518,509,42.461688,-75.096727
"555","13838","NY","SIDNEY",5,3,42.308884,-75.391644
"556","13850","NY","VESTAL",388,382,42.055476,-76.027088
"557","13901","NY","BINGHAMTON",5,3,42.165629,-75.890685
"558","13902","NY","BINGHAMTON",852,846,42.105375,-75.8876
"559","13903","NY","BINGHAMTON",5,3,42.083005,-75.923248
"560","13904","NY","BINGHAMTON",5,3,42.131088,-75.787801
"561","13905","NY","BINGHAMTON",153,149,42.173709,-75.922159
"562","14009","NY","ARCADE",5,3,42.597171,-78.37463
"563","14020","NY","BATAVIA",5,3,42.980544,-78.231764
"564","14031","CA","CLARENCE",5,3,42.992968,-78.601269
"565","14031","NY","CLARENCE",5,3,42.992968,-78.601269
"566","14048","NY","DUNKIRK",5,3,42.487716,-79.328287
"567","14051","NY","EAST AMHERST",5,3,43.042907,-78.698796
"568","14052","NY","EAST AURORA",11,6,42.768209,-78.577136
"569","14059","NY","ELMA",10,5,42.828309,-78.628966
"570","14063","NY","FREDONIA",297,295,42.412217,-79.319254
"571","14068","NY","GETZVILLE",186,182,43.026737,-78.762454
"572","14072","NY","GRAND ISLAND",552,550,43.015256,-78.958945
"573","14075","NY","HAMBURG",5,3,42.729083,-78.837596
"574","14086","NY","LANCASTER",152,148,42.907658,-78.632137
"575","14092","NY","LEWISTON",5,3,43.170805,-78.989515
"576","14094","NY","LOCKPORT",56,8,43.168463,-78.706886
"577","14109","NY","NIAGARA UNIVERSITY",147,145,43.32684,-78.830681
"578","14127","NY","ORCHARD PARK",396,394,42.742541,-78.704437
"579","14132","NY","SANBORN",5,3,43.153105,-78.885611
"580","14150","NY","TONAWANDA",152,148,42.99704,-78.878659
"581","14202","NY","BUFFALO",1155,1139,42.889662,-78.884157
"582","14203","NY","BUFFALO",4244,4020,42.868057,-78.867906
"583","14204","NY","BUFFALO",5,3,42.882957,-78.864898
"584","14206","NY","BUFFALO",245,239,42.881012,-78.814555
"585","14207","NY","BUFFALO",158,151,42.949557,-78.897009
"586","14208","NY","BUFFALO",181,179,42.916107,-78.858157
"587","14209","NY","BUFFALO",406,399,42.918107,-78.865857
"588","14210","NY","BUFFALO",520,516,42.863608,-78.825755
"589","14213","NY","BUFFALO",412,410,42.918057,-78.891108
"590","14214","NY","BUFFALO",193,186,42.940107,-78.835256
"591","14215","NY","BUFFALO",15,9,42.932957,-78.812252
"592","14216","NY","BUFFALO",5,3,42.946407,-78.860407
"593","14217","NY","BUFFALO",182,179,42.900044,-78.808205
"594","14217","NY","TONAWANDA",182,179,42.900044,-78.808205
"595","14218","NY","BUFFALO",5,2,42.814558,-78.807754
"596","14218","NY","LACKAWANNA",5,3,42.814558,-78.807754
"597","14220","NY","BUFFALO",10,6,42.845908,-78.823005
"598","14221","NY","BUFFALO",939,896,42.968507,-78.749153
"599","14221","NY","WILLIAMSVILLE",538,457,42.968507,-78.749153
"600","14222","NY","BUFFALO",162,154,42.918207,-78.875007
"601","14224","NY","WEST SENECA",5,3,42.837128,-78.748352
"602","14225","NY","BUFFALO",532,510,42.925458,-78.748145
"603","14225","NY","CHEEKTOWAGA",181,179,42.925458,-78.748145
"604","14225","NY","CHEEKTOWAGE",5,3,42.925458,-78.748145
"605","14226","NY","AMHERST",741,734,42.974389,-78.794905
"606","14226","NY","BUFFALO",16,10,42.974389,-78.794905
"607","14227","NY","BUFFALO",5,2,42.885308,-78.746202
"608","14228","NY","AMHERST",10,6,43.026016,-78.766073
"609","14228","NY","BUFFALO",20,12,43.026016,-78.766073
"610","14240","NY","BUFFALO",181,179,42.768413,-78.887094
"611","14260","NY","BUFFALO",938,933,42.768413,-78.887094
"612","14263","NY","BUFFALO",883,878,42.768413,-78.887094
"613","14301","NY","NIAGARA FALLS",328,324,43.089805,-79.009414
"614","14302","NY","NIAGARA FALLS",447,445,43.32684,-78.830681
"615","14304","NY","NIAGARA FALLS",10,6,43.100305,-78.952112
"616","14414","NY","AVON",5,3,42.895631,-77.735104
"617","14416","NY","BERGEN",5,3,43.073792,-78.019684
"618","14420","NY","BROCKPORT",298,296,43.223303,-77.917335
"619","14445","NY","EAST ROCHESTER",10,6,43.113563,-77.482538
"620","14450","NY","FAIRPORT",163,155,43.104287,-77.428964
"621","14454","NY","GENESEO",305,303,42.783801,-77.777872
"622","14456","NY","GENEVA",808,667,42.857414,-77.034883
"623","14467","NY","HENRIETTA",5,3,43.058863,-77.558902
"624","14489","NY","LYONS",5,3,43.099263,-76.970937
"625","14513","NY","NEWARK",5,3,43.087067,-77.097867
"626","14519","NY","ONTARIO",5,3,43.221476,-77.308614
"627","14526","NY","PENFIELD",304,302,43.145813,-77.454446
"628","14527","NY","PENN YAN",5,3,42.637423,-77.069925
"629","14534","NY","PITTSFORD",25,15,43.060229,-77.520692
"630","14546","NY","SCOTTSVILLE",186,182,43.04471,-77.772652
"631","14564","NY","VICTOR",839,820,42.973715,-77.426906
"632","14580","NY","WEBSTER",15,9,43.21821,-77.454075
"633","14586","NY","WEST HENRIETTA",12,8,43.041553,-77.683575
"634","14604","NY","ROCHESTER",192,185,43.156612,-77.604023
"635","14606","NY","ROCHESTER",1786,1506,43.173612,-77.691577
"636","14607","NY","ROCHESTER",182,166,43.152013,-77.584888
"637","14608","NY","ROCHESTER",191,185,43.154611,-77.624001
"638","14609","NY","ROCHESTER",5,3,43.198197,-77.549971
"639","14614","NY","ROCHESTER",191,185,43.104463,-77.512569
"640","14615","NY","ROCHESTER",699,692,43.22252,-77.552021
"641","14617","NY","ROCHESTER",541,531,43.207062,-77.609425
"642","14618","NY","ROCHESTER",783,770,43.112163,-77.561771
"643","14620","NY","ROCHESTER",5,3,43.129862,-77.618523
"644","14621","NY","ROCHESTER",15,8,43.149013,-77.631124
"645","14623","NY","ROCHESTER",2963,2924,43.082184,-77.649074
"646","14624","NY","ROCHESTER",573,558,43.121612,-77.731127
"647","14625","NY","ROCHESTER",305,299,43.152213,-77.505705
"648","14626","NY","ROCHESTER",633,631,43.190312,-77.720018
"649","14627","NY","ROCHESTER",551,548,43.127513,-77.627674
"650","14644","NY","ROCHESTER",396,394,43.286024,-77.684264
"651","14647","NY","ROCHESTER",773,771,43.286024,-77.684264
"652","14649","NY","ROCHESTER",20,12,43.286024,-77.684264
"653","14650","NY","ROCHESTER",5,3,43.286024,-77.684264
"654","14692","NY","ROCHESTER",325,322,43.286024,-77.684264
"655","14701","NY","JAMESTOWN",10,5,42.196125,-79.432256
"656","14731","NY","ELLICOTTVILLE",5,3,42.297229,-78.649654
"657","14755","NY","LITTLE VALLEY",5,3,42.254567,-78.823628
"658","14760","NY","OLEAN",11,7,42.082142,-78.425973
"659","14778","NY","ST BONAVENTURE",5,3,42.270112,-78.684684
"660","14802","NY","ALFRED",236,234,42.240535,-77.783192
"661","14825","NY","CHEMUNG",5,3,42.052426,-76.607029
"662","14830","NY","CORNING",403,395,42.120541,-77.048462
"663","14831","NY","CORNING",2504,2489,42.145265,-77.56683
"664","14845","NY","HORSEHEADS",246,239,42.21003,-76.836629
"665","14850","NY","ITHACA",792,758,42.402794,-76.483999
"666","14853","NY","ITHACA",1026,1017,42.447373,-76.483703
"667","14902","NY","ELMIRA",5,3,42.147285,-76.750888
"668","14905","NY","ELMIRA",148,146,42.093574,-76.844329
"669","15005","PA","BADEN",5,3,40.618418,-80.204103
"670","15012","PA","BELLE VERNON",5,3,40.070268,-79.603426
"671","15014","PA","BRACKENRIDGE",5,3,40.272101,-79.899562
"672","15017","PA","BRIDGEVILLE",908,897,40.354589,-80.091342
"673","15021","PA","BURGETTSTOWN",5,3,40.382141,-80.404366
"674","15024","PA","CHESWICK",11,7,40.434436,-80.024817
"675","15025","PA","CLAIRTON",15,7,40.324279,-79.931735
"676","15045","PA","GLASSPORT",5,3,40.434436,-80.024817
"677","15055","PA","LAWRENCE",181,179,40.305838,-80.121904
"678","15057","PA","MC DONALD",72,3,40.359139,-80.267451
"679","15062","PA","MONESSEN",5,3,40.361852,-79.75128
"680","15068","PA","NEW KENSINGTON",5,2,40.478821,-79.581506
"681","15086","PA","WARRENDALE",10,5,40.434436,-80.024817
"682","15090","PA","WEXFORD",1217,1196,40.434436,-80.024817
"683","15096","PA","WARRENDALE",10,6,40.434436,-80.024817
"684","15101","PA","ALLISON PARK",147,145,40.434436,-80.024817
"685","15102","PA","BETHEL PARK",344,299,40.371471,-80.11595
"686","15106","PA","CARNEGIE",694,642,40.44908,-80.103165
"687","15108","PA","CORAOPOLIS",6158,5190,40.469268,-80.140228
"688","15108","PA","MOON TOWNSHIP",3168,2911,40.469268,-80.140228
"689","15108","PA","MOON TWONSHIP",5,3,40.469268,-80.140228
"690","15108","PA","MOON TWP",397,393,40.469268,-80.140228
"691","15116","PA","GLENSHAW",10,5,40.357719,-79.979974
"692","15120","PA","HOMESTEAD",187,183,40.392619,-79.905171
"693","15132","PA","MCKEESPORT",5,3,40.407269,-80.048026
"694","15137","PA","NORTH VERSAILLES",5,3,40.434436,-80.024817
"695","15143","PA","SEWICKLEY",10,6,40.451367,-80.20828
"696","15146","PA","MONROEVILLE",1624,1324,40.548117,-80.236882
"697","15147","PA","VERONA",10,6,40.351469,-80.011574
"698","15148","PA","WILMERDING",5,3,40.434436,-80.024817
"699","15201","PA","PITTSBURGH",191,185,40.434436,-80.024817
"700","15202","PA","PITTSBURGH",15,8,40.328598,-79.949182
"701","15203","PA","PITTSBURGH",1652,1631,40.425369,-79.979914
"702","15205","PA","PITTSBURGH",4303,3946,40.432205,-80.102101
"703","15206","PA","PITTSBURGH",709,685,40.416419,-80.075427
"704","15208","PA","PITTSBURGH",297,295,40.519017,-80.16608
"705","15212","PA","PITTSBURGH",1976,1825,40.428169,-80.074977
"706","15213","PA","PITTSBURGH",2037,1957,40.423069,-79.980624
"707","15215","PA","PITTSBURGH",10,5,40.377569,-79.994074
"708","15216","PA","PITTSBURGH",15,8,40.400091,-80.046176
"709","15217","PA","PITTSBURGH",177,160,40.385219,-80.054876
"710","15219","PA","PITTSBURGH",6660,6244,40.375351,-80.017075
"711","15220","PA","PITTSBURGH",530,508,40.418119,-80.052576
"712","15221","PA","PITTSBURGH",5,3,40.414611,-80.043342
"713","15222","PA","PITTSBURGH",9153,8740,40.434436,-80.024817
"714","15223","PA","PITTSBURGH",5,3,40.457418,-80.044926
"715","15224","PA","PITTSBURGH",164,155,40.434436,-80.024817
"716","15227","PA","PITTSBURGH",6,4,40.380519,-79.966723
"717","15228","PA","PITTSBURGH",6,4,40.369569,-80.043925
"718","15229","PA","PITTSBURGH",10,5,40.434436,-80.024817
"719","15232","PA","PITTSBURGH",353,345,40.434436,-80.024817
"720","15233","PA","PITTSBURGH",5,3,40.434436,-80.024817
"721","15235","PA","PITTSBURGH",40,22,40.398608,-80.000854
"722","15236","PA","PITTSBURGH",1255,1247,40.33514,-79.983243
"723","15237","PA","PITTSBURGH",406,399,40.434436,-80.024817
"724","15238","PA","PITTSBURGH",507,480,40.380019,-80.006474
"725","15239","PA","PITTSBURGH",15,8,40.434436,-80.024817
"726","15241","PA","PITTSBURGH",1470,1353,40.332266,-80.081026
"727","15244","PA","PITTSBURGH",5,3,40.434436,-80.024817
"728","15258","PA","PITTSBURGH",616,548,40.434436,-80.024817
"729","15260","PA","PITTSBURGH",1240,1115,40.434436,-80.024817
"730","15272","PA","PITTSBURGH",959,955,40.434436,-80.024817
"731","15275","PA","PITTSBURGH",321,312,40.44952,-80.179475
"732","15276","PA","PITTSBURGH",333,327,40.434436,-80.024817
"733","15282","PA","PITTSBURGH",329,325,40.434436,-80.024817
"734","15301","PA","WASHINGTON",192,186,40.135391,-80.146709
"735","15317","PA","CANONSBURG",4385,4287,40.155704,-80.12842
"736","15323","PA","CLAYSVILLE",5,3,40.11016,-80.251693
"737","15342","PA","HOUSTON",5,2,40.133091,-80.133451
"738","15344","PA","JEFFERSON",5,3,39.870635,-80.211335
"739","15419","PA","CALIFORNIA",147,145,40.068921,-79.873163
"740","15431","PA","DUNBAR",5,3,39.949088,-79.723151
"741","15501","PA","SOMERSET",152,148,39.990045,-79.08745
"742","15601","PA","GREENSBURG",10,5,40.347017,-79.500729
"743","15626","PA","DELMONT",5,2,40.36131,-79.571423
"744","15632","PA","EXPORT",10,6,40.429723,-79.634789
"745","15642","PA","IRWIN",5,3,40.36502,-79.58406
"746","15644","PA","JEANNETTE",182,180,40.374572,-79.407913
"747","15650","PA","LATROBE",806,798,40.35577,-79.421969
"748","15668","PA","MURRYSVILLE",5,3,40.423293,-79.663288
"749","15701","PA","INDIANA",12,8,40.621272,-79.080422
"750","15705","PA","INDIANA",743,741,40.640031,-79.129445
"751","15801","PA","DU BOIS",5,3,41.118045,-78.720302
"752","15801","PA","DUBOIS",5,3,41.118045,-78.720302
"753","15857","PA","SAINT MARYS",5,3,41.452935,-78.529829
"754","15901","PA","JOHNSTOWN",5,3,40.412707,-78.854245
"755","15902","PA","JOHNSTOWN",5,3,40.417111,-78.80599
"756","15904","PA","JOHNSTOWN",5,3,40.319279,-78.828084
"757","15905","PA","JOHNSTOWN",6,4,40.314074,-78.870894
"758","15935","PA","HOLLSOPPLE",5,3,40.20137,-78.958371
"759","15940","PA","LORETTO",5,2,40.517191,-78.61487
"760","16001","PA","BUTLER",5,3,40.885861,-79.934048
"761","16037","PA","HARMONY",5,3,40.8282,-80.09825
"762","16057","PA","SLIPPERY ROCK",376,374,41.052427,-80.043821
"763","16063","PA","ZELIENOPLE",5,3,40.7609,-80.10939
"764","16066","PA","CRANBERRY TOWNSHIP",2225,2193,40.709713,-80.104597
"765","16101","PA","NEW CASTLE",186,182,40.964516,-80.300736
"766","16103","PA","NEW CASTLE",5,3,40.989662,-80.308376
"767","16125","PA","GREENVILLE",15,9,41.326606,-80.288302
"768","16127","PA","GROVE CITY",5,3,41.170823,-80.089581
"769","16146","PA","SHARON",5,3,41.234505,-80.44793
"770","16148","PA","HERMITAGE",181,179,41.221984,-80.438887
